N,Посада,Мова програмування,Спеціалізація,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Університет,Ще студент,Рівень англійської,Предметна область,Дата заповнення,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg
1683,Junior Software Engineer,Swift,,2,1.5,800,300,Херсон,до 50 осіб,Аутсорсингова,чоловіча,23,Вища,Інший ВНЗ,False,Intermediate (середній),iOS,12/06/2017 22:33:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.5,800,,DEV,605.65859375
1684,Senior Software Engineer,Java,,4,менше 3 місяців,3000,600,Київ,до 50 осіб,Продуктова,чоловіча,25,Неповна Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),Android,12/06/2017 22:33:34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36",4.0,0.0,3000,,DEV,3243.2009259259257
1685,QA engineer,,Manual QA,2,1,1100,200,Харків,до 200 осіб,Аутсорсингова,чоловіча,25,Вища,ХНУРЕ,False,Upper-Intermediate (вище середнього),Веб-розробка,12/06/2017 22:33:43,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,1100,,QA,1176.7046070460704
1686,Senior Project Manager / Program Manager,,,9,3,3000,0,Харків,до 50 осіб,Аутсорсингова,чоловіча,33,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),"iOS,Веб-розробка",12/06/2017 22:34:36,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",9.0,3.0,3000,,SPM,3562.181818181818
1687,Software Engineer,Java,,3,менше 3 місяців,2320,1200,Львів,більше 1000 осіб,Аутсорсингова,чоловіча,26,Вища,Львівська Політехніка,False,Upper-Intermediate (вище середнього),"Веб-розробка,eCommerce",12/06/2017 22:35:09,"Mozilla/5.0 (Linux; Android 6.0.1; SM-N910T Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",3.0,0.0,2320,,DEV,1678.630073800738
1688,Designer,,,6,2,3000,300,Інше,до 10 осіб,Продуктова,чоловіча,25,Дві вищих,Інший ВНЗ,False,Upper-Intermediate (вище середнього),"iOS,Desktop Applications",12/06/2017 22:35:12,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.1 Safari/603.1.30",6.0,2.0,3000,,,1134.1614349775784
1689,QA Tech Lead,,Manual QA,6,6,2000,0,Київ,до 200 осіб,Продуктова,чоловіча,29,Неповна Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),"Desktop Applications,Gamedev",12/06/2017 22:35:28,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,6.0,2000,,QA,2684.4303797468356
1690,Junior Software Engineer,JavaScript,,0.5,0.5,500,0,Харків,до 10 осіб,Інша,чоловіча,37,Вища,Інший ВНЗ,False,Pre-intermediate (нище середнього),Корпоративні системи,12/06/2017 22:36:24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,500,,DEV,605.65859375
1691,Junior Software Engineer,Ruby/Rails,,0.5,0.5,400,400,Харків,до 50 осіб,Аутсорсингова,чоловіча,26,Вища,ХНУРЕ,False,Pre-intermediate (нище середнього),"Веб-розробка,eCommerce",12/06/2017 22:36:52,"Mozilla/5.0 (iPad; CPU OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",0.5,0.5,400,,DEV,605.65859375
1692,Junior Software Engineer,Ruby/Rails,,0.5,0.5,1400,1400,Київ,до 10 осіб,Аутсорсингова,чоловіча,19,Неповна Вища,НТУУ «КПІ»,False,Upper-Intermediate (вище середнього),Веб-розробка,12/06/2017 22:37:45,"Mozilla/5.0 (Linux; Android 4.4.2; K1_turbo Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.5,0.5,1400,,DEV,605.65859375
1693,Senior Software Engineer,Ruby/Rails,,9,3,4100,0,Віддалено,до 10 осіб,Стартап,чоловіча,29,Вища,Інший ВНЗ,False,Advanced (просунутий),"Веб-розробка,eCommerce",12/06/2017 22:39:35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",9.0,3.0,4100,,DEV,3243.2009259259257
1694,Senior Software Engineer,C#/.NET,,10 і більше років,2,2480,400,Інше,більше 1000 осіб,Аутсорсингова,чоловіча,30,Вища,ХНУ ім. Каразіна,False,Intermediate (середній),Фінанси та банкінг,12/06/2017 22:40:37,"Mozilla/5.0 (Linux; Android 6.0; HUAWEI CAN-L11 Build/HUAWEICAN-L11) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",10.0,2.0,2480,,DEV,3243.2009259259257
1695,Junior Software Engineer,Other,,5,1.5,550,200,Львів,до 1000 осіб,Продуктова,чоловіча,37,Дві вищих,Львівська Політехніка,False,Intermediate (середній),Телекомунікації,12/06/2017 22:40:54,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 3 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36",5.0,1.5,550,,DEV,605.65859375
1696,Junior Software Engineer,Python,,0.5,0.5,600,600,Київ,до 200 осіб,Продуктова,чоловіча,21,Неповна Вища,НТУУ «КПІ»,True,Upper-Intermediate (вище середнього),Веб-розробка,12/06/2017 22:41:19,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",0.5,0.5,600,,DEV,605.65859375
1697,Senior Software Engineer,JavaScript,,3,3,3500,1100,Київ,до 200 осіб,Продуктова,чоловіча,27,Вища,НАУ,False,Intermediate (середній),Веб-розробка,12/06/2017 22:41:21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,3.0,3500,,DEV,3243.2009259259257
1698,Senior Software Engineer,Java,,8,3,4500,300,Київ,до 1000 осіб,Продуктова,чоловіча,33,Вища,Інший ВНЗ,False,Pre-intermediate (нище середнього),Gamedev,12/06/2017 22:41:27,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5 Build/M4B30Z) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",8.0,3.0,4500,,DEV,3243.2009259259257
1699,Software Engineer,Java,,2,менше 3 місяців,1700,600,Львів,більше 1000 осіб,Аутсорсингова,чоловіча,25,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),"Веб-розробка,Системне програмування",12/06/2017 22:41:33,"Mozilla/5.0 (Linux; Android 5.0.2; Redmi Note 3 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",2.0,0.0,1700,,DEV,1678.630073800738
1700,Junior Software Engineer,PHP,,1.5,1,880,500,Київ,до 200 осіб,Продуктова,чоловіча,27,Кандидат,НТУУ «КПІ»,False,Intermediate (середній),Веб-розробка,12/06/2017 22:41:42,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36",1.5,1.0,880,,DEV,605.65859375
1701,Junior Software Engineer,PHP,,1.5,0.25,600,250,Харків,до 50 осіб,Аутсорсингова,чоловіча,33,Вища,ХАІ,False,Elementary (початковий),"Веб-розробка,eCommerce",12/06/2017 22:41:47,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36",1.5,0.25,600,,DEV,605.65859375
1702,Junior QA engineer,,Manual QA,1,1,800,400,Київ,до 200 осіб,Аутсорсингова,чоловіча,27,Вища,ВНУ ім. Даля,False,Intermediate (середній),"Веб-розробка,eCommerce",12/06/2017 22:43:02,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,1.0,800,,QA,482.7747524752475
1703,Software Engineer,Java,,1,1,1400,900,Київ,до 50 осіб,Продуктова,чоловіча,20,Неповна Вища,НАУ,False,Intermediate (середній),Android,12/06/2017 22:43:26,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,1.0,1.0,1400,,DEV,1678.630073800738
1704,Product Manager,,,2,0.5,1500,300,Київ,до 200 осіб,Продуктова,чоловіча,30,Вища,Інший ВНЗ,False,Advanced (просунутий),eCommerce,12/06/2017 22:44:24,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.5,1500,,,2054.4712643678163
1705,Junior Software Engineer,JavaScript,,1,1,400,50,Суми,до 10 осіб,Аутсорсингова,чоловіча,21,Вища,СумГУ,True,Pre-intermediate (нище середнього),Веб-розробка,12/06/2017 22:46:22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,400,,DEV,605.65859375
1706,QA engineer,,Manual QA,2,0.25,1520,800,Київ,до 200 осіб,Продуктова,чоловіча,35,Вища,НУПТ,False,Intermediate (середній),Веб-розробка,12/06/2017 22:46:39,"Mozilla/5.0 (Linux; Android 7.0; Moto G (4) Build/NPJS25.93-14-4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",2.0,0.25,1520,,QA,1176.7046070460704
1707,Data Scientist / Data Analyst,Java,,1.5,менше 3 місяців,2700,300,Львів,до 50 осіб,Стартап,чоловіча,35,Вища,ЛНУ ім. Франко,False,Upper-Intermediate (вище середнього),"Корпоративні системи,Інше",12/06/2017 22:47:41,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.5,0.0,2700,,,1544.240506329114
1708,Junior Software Engineer,C#/.NET,,1,менше 3 місяців,1200,1000,Івано-Франківськ,більше 1000 осіб,Аутсорсингова,чоловіча,21,Вища,Інший ВНЗ,True,Upper-Intermediate (вище середнього),Веб-розробка,12/06/2017 22:48:44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.0,1200,,DEV,605.65859375
1709,DevOps,,,5,1,2500,500,Харків,до 200 осіб,Продуктова,чоловіча,28,Вища,ХНУРЕ,False,Upper-Intermediate (вище середнього),Веб-розробка,12/06/2017 22:49:40,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",5.0,1.0,2500,,ADM,2162.6882352941175
1710,Software Engineer,Java,,4,2,2000,0,Київ,до 50 осіб,Продуктова,чоловіча,32,Вища,ДонНТУ,False,Upper-Intermediate (вище середнього),"Веб-розробка,Корпоративні системи",12/06/2017 22:51:19,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",4.0,2.0,2000,,DEV,1678.630073800738
1711,Junior Software Engineer,Java,,1,1,1100,500,Київ,до 50 осіб,Продуктова,чоловіча,34,Вища,НТУУ «КПІ»,False,Intermediate (середній),"Веб-розробка,Корпоративні системи",12/06/2017 22:51:21,"Mozilla/5.0 (iPad; CPU OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",1.0,1.0,1100,,DEV,605.65859375
1712,Technical Lead,Java,,7,3,4350,200,Київ,до 200 осіб,Аутсорсингова,чоловіча,28,Вища,Інший ВНЗ,False,Intermediate (середній),Інше,12/06/2017 22:51:37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",7.0,3.0,4350,,SDEV,3664.272
1713,Junior Software Engineer,JavaScript,,1.5,1.5,1600,400,Дніпро,до 200 осіб,Продуктова,жіноча,22,Вища,ДНУ ім. Гончара,False,Intermediate (середній),"iOS,Веб-розробка",12/06/2017 22:52:42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1600,,DEV,605.65859375
1714,Project manager,,,6,3,4000,0,Київ,до 1000 осіб,Продуктова,чоловіча,35,Вища,НТУУ «КПІ»,False,Intermediate (середній),Gamedev,12/06/2017 22:52:43,"Mozilla/5.0 (Linux; Android 5.0.2; Redmi Note 2 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36",6.0,3.0,4000,,PM,1512.8463611859838
1715,Junior QA engineer,,Manual QA,менше 3 місяців,0.25,250,0,Львів,до 50 осіб,Аутсорсингова,жіноча,27,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),"Desktop Applications,Веб-розробка",12/06/2017 22:52:49,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.0,0.25,250,,QA,482.7747524752475
1716,Senior Software Engineer,C#/.NET,,5,менше 3 місяців,3800,1330,Київ,до 50 осіб,Продуктова,чоловіча,28,Вища,НТУУ «КПІ»,False,Upper-Intermediate (вище середнього),"Веб-розробка,Фінанси та банкінг",12/06/2017 22:52:53,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/59.0.3071.84 Mobile/14D27 Safari/602.1",5.0,0.0,3800,,DEV,3243.2009259259257
1717,Senior QA engineer,,Automation QA,7,4,3500,0,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,28,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),Фінанси та банкінг,12/06/2017 22:53:03,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,7.0,4.0,3500,,QA,2385.536121673004
1718,Senior Software Engineer,C#/.NET,,6,5,1700,300,Київ,до 10 осіб,Аутсорсингова,чоловіча,28,Середня,,False,Advanced (просунутий),"Android,iOS",12/06/2017 22:53:23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063",6.0,5.0,1700,,DEV,3243.2009259259257
1719,Software Engineer,Java,,3,0.25,1800,600,Київ,до 200 осіб,Продуктова,чоловіча,22,Вища,НТУУ «КПІ»,False,Upper-Intermediate (вище середнього),"Android,eCommerce",12/06/2017 22:53:56,"Mozilla/5.0 (Linux; Android 5.1; m2 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.2214.114 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/127.0.0.22.69;]",3.0,0.25,1800,,DEV,1678.630073800738
1720,QA engineer,,Manual QA,1.5,0.25,1000,200,Одеса,більше 1000 осіб,Аутсорсингова,чоловіча,32,Вища,ОНАЗ,False,Intermediate (середній),Embedded,12/06/2017 22:54:05,"Mozilla/5.0 (Linux; Android 6.0; LG-D856 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.92 Mobile Safari/537.36",1.5,0.25,1000,,QA,1176.7046070460704
1721,DevOps,,,10 і більше років,10 і більше років,2400,50,Дніпро,до 1000 осіб,Інша,чоловіча,39,Вища,Інший ВНЗ,False,Intermediate (середній),"Веб-розробка,Інше",12/06/2017 22:54:28,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,10.0,2400,,ADM,2162.6882352941175
1722,QA engineer,,Manual QA,3,3,576,384,Київ,до 1000 осіб,Продуктова,жіноча,29,Вища,КНЕУ,False,Intermediate (середній),"Веб-розробка,Телекомунікації",12/06/2017 22:55:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",3.0,3.0,576,,QA,1176.7046070460704
1723,Junior Software Engineer,PHP,,0.5,0.5,600,0,Запоріжжя,до 50 осіб,Аутсорсингова,чоловіча,33,Вища,Інший ВНЗ,False,Advanced (просунутий),"eCommerce,Інше",12/06/2017 22:56:09,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,600,,DEV,605.65859375
1724,Senior QA engineer,,Automation QA,7,0.25,4500,1200,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,29,Вища,НТУУ «КПІ»,False,Upper-Intermediate (вище середнього),Desktop Applications,12/06/2017 22:56:15,"Mozilla/5.0 (iPad; CPU OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",7.0,0.25,4500,,QA,2385.536121673004
1725,Software Engineer,JavaScript,,2,менше 3 місяців,1000,400,Миколаїв,до 200 осіб,Аутсорсингова,чоловіча,25,Вища,ЧГУ ім. Петра Могили,False,Intermediate (середній),Веб-розробка,12/06/2017 22:56:15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.0,1000,,DEV,1678.630073800738
1726,Software Engineer,Java,,5,0.25,2600,400,Київ,до 50 осіб,Аутсорсингова,чоловіча,41,Вища,Інший ВНЗ,False,Pre-intermediate (нище середнього),Android,12/06/2017 22:56:55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,0.25,2600,,DEV,1678.630073800738
1727,Project manager,,,4,1.5,500,100,Харків,до 50 осіб,Аутсорсингова,жіноча,29,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),"Веб-розробка,eCommerce",12/06/2017 22:57:13,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36 OPR/36.0.2130.80",4.0,1.5,500,,PM,1512.8463611859838
